StudentID,Regular,Extra,Priority,LimitedView,ScreenOnly
60468078,7,0,7,0,0
60569612,7,0,7,0,0
60531207,7,0,7,0,0
60465830,7,0,7,0,0
60470466,7,0,7,0,0
60472961,7,0,7,0,0
60467925,7,0,7,0,0
60465473,7,0,7,0,0
60619977,7,0,7,0,0
60468703,7,0,7,0,0
60466895,7,0,7,0,0
60468101,7,0,7,0,0
60623513,7,0,7,0,0
60465349,7,0,7,0,0
60464763,7,0,7,0,0
60524483,7,0,7,0,0
60624356,7,0,7,0,0
60466917,7,0,7,0,0
60588026,7,0,7,0,0
60468505,7,0,7,0,0
60641197,7,0,7,0,0
60484301,7,0,7,0,0
60471162,7,0,7,0,0
60465563,7,0,7,0,0
60472841,7,0,7,0,0
60464666,7,0,7,0,0
60465014,7,0,7,0,0
60492365,7,0,7,0,0
60469420,7,0,7,0,0
60658188,7,0,7,0,0
60502398,7,0,7,0,0
60464301,7,0,7,0,0
60508681,7,0,7,0,0
60508406,7,0,7,0,0
60471419,7,0,7,0,0
60577554,7,0,7,0,0
60465251,7,0,7,0,0
60591315,7,0,7,0,0
60464879,7,0,7,0,0
60522904,7,0,7,0,0
60467685,7,0,7,0,0
60553067,7,0,7,0,0
60536685,7,0,7,0,0
60620285,7,0,7,0,0
60470512,7,0,7,0,0
60469535,7,0,7,0,0
60471908,7,0,7,0,0
60467562,7,0,7,0,0
60495821,7,0,7,0,0
60477413,7,0,7,0,0
60661471,7,0,7,0,0
60468981,7,0,7,0,0
60465743,7,0,7,0,0
60469389,7,0,7,0,0
60522595,7,0,7,0,0
60575927,7,0,7,0,0
60464807,7,0,7,0,0
60661017,7,0,7,0,0
60468980,7,0,7,0,0
60467918,7,0,7,0,0
60478272,7,0,7,0,0
60466333,7,0,7,0,0
60464533,7,0,7,0,0
60678936,7,0,7,0,0
60466157,7,0,7,0,0
60477401,7,0,7,0,0
60494580,7,0,7,0,0
60662064,7,0,7,0,0
60465407,7,0,7,0,0
60471500,7,0,7,0,0
60466904,7,0,7,0,0
60478168,7,0,7,0,0
60579361,7,0,7,0,0
60464342,7,0,7,0,0
60467773,7,0,7,0,0
60480709,7,0,7,0,0
60536359,7,0,7,0,0
60471622,7,0,7,0,0
60470727,7,0,7,0,0
60465061,7,0,7,0,0
60519695,7,0,7,0,0
60470076,7,0,7,0,0
60662171,7,0,7,0,0
60464963,7,0,7,0,0
60471782,7,0,7,0,0
60465790,7,0,7,0,0
60465764,7,0,7,0,0
60464263,7,0,7,0,0
60465583,7,0,7,0,0
60472232,7,0,7,0,0
60477074,7,0,7,0,0
60464464,7,0,7,0,0
60465977,7,0,7,0,0
60500945,7,0,7,0,0
60493267,7,0,7,0,0
60464085,7,0,7,0,0
60477372,7,0,7,0,0
60470983,7,0,7,0,0
60469269,7,0,7,0,0
60540571,7,0,7,0,0
60564710,7,0,7,0,0
60567993,7,0,7,0,0
60468891,7,0,7,0,0
60477367,7,0,7,0,0
60483075,7,0,7,0,0
60478261,7,0,7,0,0
60517496,7,0,7,0,0
60476746,7,0,7,0,0
60503341,7,0,7,0,0
60470374,7,0,7,0,0
60466027,7,0,7,0,0
60466044,7,0,7,0,0
60472936,7,0,7,0,0
60467938,7,0,7,0,0
60481162,7,0,7,0,0
60565183,7,0,7,0,0
60470281,7,0,7,0,0
60494849,7,0,7,0,0
60465261,7,0,7,0,0
60468479,7,0,7,0,0
60651349,7,0,7,0,0
60469909,7,0,7,0,0
60613285,7,0,7,0,0
60560235,7,0,7,0,0
60554288,7,0,7,0,0
60617969,7,0,7,0,0
60612700,7,0,7,0,0
60642959,7,0,7,0,0
60465739,7,0,7,0,0
60464314,7,0,7,0,0
60464318,7,0,7,0,0
60628313,7,0,7,0,0
60591405,7,0,7,0,0
60466463,7,0,7,0,0
60466037,7,0,7,0,0
60492576,7,0,7,0,0
60613822,7,0,7,0,0
60636946,7,0,7,0,0
60466801,7,0,7,0,0
60614740,7,0,7,0,0
60464722,7,0,7,0,0
60494081,7,0,7,0,0
60504230,7,0,7,0,0
60467019,7,0,7,0,0
60464855,7,0,7,0,0
60470819,7,0,7,0,0
60564444,7,0,7,0,0
60517048,7,0,7,0,0
60465623,7,0,7,0,0
60641483,7,0,7,0,0
60599267,7,0,7,0,0
60492491,7,0,7,0,0
60471483,7,0,7,0,0
60465204,7,0,7,0,0
60545966,7,0,7,0,0
60470232,7,0,7,0,0
60472839,7,0,7,0,0
60467601,7,0,7,0,0
60526008,7,0,7,0,0
60468694,7,0,7,0,0
60662705,7,0,7,0,0
60469243,7,0,7,0,0
60470181,7,0,7,0,0
60480865,7,0,7,0,0
60469071,7,0,7,0,0
60465555,7,0,7,0,0
60469826,7,0,7,0,0
60470697,7,0,7,0,0
60468485,7,0,7,0,0
60575634,7,0,7,0,0
60467117,7,0,7,0,0
60467997,7,0,7,0,0
60468195,7,0,7,0,0
60465075,7,0,7,0,0
60589631,7,0,7,0,0
60466963,7,0,7,0,0
60479955,7,0,7,0,0
60504103,7,0,7,0,0
60469542,7,0,7,0,0
60467006,7,0,7,0,0
60464990,7,0,7,0,0
60464259,7,0,7,0,0
60468918,7,0,7,0,0
60582018,7,0,7,0,0
60471595,7,0,7,0,0
60464269,7,0,7,0,0
60464671,7,0,7,0,0
60608237,7,0,7,0,0
60613869,7,0,7,0,0
60466720,7,0,7,0,0
60468364,7,0,7,0,0
60617938,7,0,7,0,0
60468964,7,0,7,0,0
60467503,7,0,7,0,0
60506054,7,0,7,0,0
60468183,7,0,7,0,0
60471059,7,0,7,0,0
60553093,7,0,7,0,0
60464296,7,0,7,0,0
60467266,7,0,7,0,0
60464496,7,0,7,0,0
60483932,7,0,7,0,0
60464597,7,0,7,0,0
60464681,7,0,7,0,0
60562212,7,0,7,0,0
60468382,7,0,7,0,0
60465371,7,0,7,0,0
60525385,7,0,7,0,0
60468300,7,0,7,0,0
60468780,7,0,7,0,0
60475046,7,0,7,0,0
60468008,7,0,7,0,0
60557681,7,0,7,0,0
60469084,7,0,7,0,0
60533361,7,0,7,0,0
60465674,7,0,7,0,0
60468314,7,0,7,0,0
60464827,7,0,7,0,0
60581781,7,0,7,0,0
60464823,7,0,7,0,0
60468493,7,0,7,0,0
60464609,7,0,7,0,0
60606873,7,0,7,0,0
60487087,7,0,7,0,0
60505524,7,0,7,0,0
60493704,7,0,7,0,0
60478131,7,0,7,0,0
60470620,7,0,7,0,0
60476104,7,0,7,0,0
60645089,7,0,7,0,0
60464101,7,0,7,0,0
60565107,7,0,7,0,0
60640826,7,0,7,0,0
60465545,7,0,7,0,0
60495041,7,0,7,0,0
60493853,7,0,7,0,0
60475270,7,0,7,0,0
60478728,7,0,7,0,0
60467456,7,0,7,0,0
60464310,7,0,7,0,0
60565505,7,0,7,0,0
60567969,7,0,7,0,0
60591148,7,0,7,0,0
60472207,7,0,7,0,0
60470068,7,0,7,0,0
60613158,7,0,7,0,0
60647815,7,0,7,0,0
60627298,7,0,7,0,0
60472966,7,0,7,0,0
60472596,7,0,7,0,0
60470740,7,0,7,0,0
60563645,7,0,7,0,0
60470836,7,0,7,0,0
60477821,7,0,7,0,0
60476143,7,0,7,0,0
60466809,7,0,7,0,0
60470129,7,0,7,0,0
60613475,7,0,7,0,0
60470775,7,0,7,0,0
60473579,7,0,7,0,0
60480746,7,0,7,0,0
60470425,7,0,7,0,0
60521434,7,0,7,0,0
60471940,7,0,7,0,0
60467446,7,0,7,0,0
60472761,7,0,7,0,0
60475554,7,0,7,0,0
60469134,7,0,7,0,0
60470318,7,0,7,0,0
60471753,7,0,7,0,0
60477564,7,0,7,0,0
60482574,7,0,7,0,0
60467676,7,0,7,0,0
60518593,7,0,7,0,0
60476821,7,0,7,0,0
60465210,7,0,7,0,0
60465687,7,0,7,0,0
60616473,7,0,7,0,0
60482398,7,0,7,0,0
60465172,7,0,7,0,0
60501885,7,0,7,0,0
60530959,7,0,7,0,0
60664647,7,0,7,0,0
60653456,7,0,7,0,0
60502605,7,0,7,0,0
60536890,7,0,7,0,0
60465635,7,0,7,0,0
60470225,7,0,7,0,0
60472363,7,0,7,0,0
60465406,7,0,7,0,0
60475796,7,0,7,0,0
60477644,7,0,7,0,0
60471841,7,0,7,0,0
60465309,7,0,7,0,0
60467278,7,0,7,0,0
60466951,7,0,7,0,0
60501816,7,0,7,0,0
60481514,7,0,7,0,0
60606385,7,0,7,0,0
60464881,7,0,7,0,0
60466618,7,0,7,0,0
60468400,7,0,7,0,0
60464293,7,0,7,0,0
60464423,7,0,7,0,0
60467461,7,0,7,0,0
60642422,5,2,7,0,0
60466134,7,1,8,0,0
60465996,7,1,8,0,0
60478413,7,1,8,0,0
60467052,7,1,8,0,0
60543945,7,1,8,0,0
60644292,7,1,8,0,0
60507396,7,1,8,0,0
60464646,7,1,8,0,0
60468385,7,1,8,0,0
60464329,7,1,8,0,0
60522534,7,1,8,0,0
60468092,7,1,8,0,0
60470487,7,1,8,0,0
60465624,7,1,8,0,0
60465401,7,1,8,0,0
60464250,7,1,8,0,0
60464979,7,1,8,0,0
60466358,7,1,8,0,0
60464572,7,1,8,0,0
60478147,7,1,8,0,0
60504912,5,3,5,3,0
60585212,7,2,9,0,0
60464590,7,2,9,0,0
60468326,7,2,9,0,0
60464402,7,2,9,0,0
60464239,7,2,9,0,0
60464292,7,2,9,0,0
60550451,7,2,9,0,0
60469948,7,2,9,0,0
60464591,7,2,9,0,0
60466519,7,2,9,0,0
60465914,7,2,9,0,0
60464281,7,2,9,0,0
60488013,7,2,9,0,0
60518033,7,2,9,0,0
60469712,7,2,9,0,0
60464208,7,2,9,0,0
60468686,7,2,9,0,0
60475902,7,2,9,0,0
60466679,7,2,9,0,0
60471011,7,2,9,0,0
60608682,7,2,9,0,0
60466317,7,2,9,0,0
60464986,7,2,9,0,0
60565504,7,2,9,0,0
60534338,7,2,9,0,0
60468015,7,2,9,0,0
60471511,7,2,9,0,0
60464554,7,2,9,0,0
60464379,7,2,9,0,0
60469346,7,2,9,0,0
60464307,7,2,9,0,0
60471159,7,2,9,0,0
60491871,7,2,9,0,0
60469933,7,2,9,0,0
60476422,7,2,9,0,0
60588286,7,2,9,0,0
60464403,7,2,9,0,0
60557734,7,2,9,0,0
60661240,7,2,9,0,0
60582512,7,2,9,0,0
60662532,7,2,9,0,0
60617090,7,2,9,0,0
60464315,7,2,9,0,0
60554838,7,2,9,0,0
60465042,7,2,9,0,0
60464286,7,2,9,0,0
60471389,7,2,9,0,0
60464302,7,2,9,0,0
60543431,7,2,9,0,0
60467439,7,2,9,0,0
60515479,7,2,9,0,0
60464489,7,2,9,0,0
60481246,7,2,9,0,0
60468308,7,2,9,0,0
60471289,7,2,9,0,0
60469459,7,2,9,0,0
60488604,7,2,9,0,0
60480297,7,2,9,0,0
60564689,7,2,9,0,0
60475231,5,4,5,4,0
60603847,5,4,5,4,0
60516535,7,3,10,0,0
60464317,7,3,10,0,0
60465351,7,3,10,0,0
60621331,7,3,10,0,0
60491645,7,3,10,0,0
60468182,7,3,10,0,0
60467487,7,3,10,0,0
60464354,7,3,10,0,0
60469069,7,3,10,0,0
60480108,7,3,10,0,0
60466615,7,3,10,0,0
60465596,7,3,10,0,0
60469923,7,3,10,0,0
60469215,7,3,10,0,0
60466843,7,3,10,0,0
60470491,7,3,7,3,0
60464363,7,3,7,3,0
60468414,7,3,7,3,0
60468375,7,3,7,3,0
60496466,7,3,7,3,0
60467141,7,3,7,3,0
60467268,7,3,7,3,0
60637481,7,3,7,3,0
60464488,7,3,7,3,0
60464384,7,3,7,3,0
60464242,7,3,7,3,0
60494991,7,3,7,3,0
60627269,7,3,7,3,0
60464461,7,3,7,3,0
60464272,7,3,7,3,0
60465308,7,3,7,3,0
60472109,7,3,7,3,0
60464779,7,3,7,3,0
60468971,7,3,7,3,0
60512205,7,3,7,3,0
60465196,7,3,7,3,0
60625699,7,3,7,3,0
60464456,7,3,7,3,0
60464274,7,3,7,3,0
60566774,7,3,7,3,0
60464294,7,3,7,3,0
60468548,7,3,7,3,0
60466061,7,3,7,3,0
60468075,7,3,7,3,0
60468005,7,3,7,3,0
60468041,7,3,7,3,0
60465492,7,3,7,3,0
60548623,7,3,7,3,0
60470745,7,3,7,3,0
60479369,7,3,7,3,0
60470376,7,3,7,3,0
60470058,7,3,7,3,0
60548334,7,3,7,3,0
60464372,7,3,7,3,0
60470783,7,3,7,3,0
60464326,7,3,7,3,0
60472017,7,3,7,3,0
60558857,7,3,7,3,0
60465117,7,3,7,3,0
60631562,7,3,7,3,0
60544698,7,3,7,3,0
60552410,7,3,7,3,0
60464432,7,3,7,3,0
60530927,7,3,7,3,0
60468649,7,3,7,3,0
60465279,7,3,7,3,0
60483203,7,3,7,3,0
60464299,7,3,7,3,0
60464319,7,3,7,3,0
60470619,7,3,7,3,0
60477486,7,3,7,3,0
60468618,7,3,7,3,0
60578282,7,3,7,3,0
60468198,7,3,7,3,0
60471957,7,3,7,3,0
60627723,7,3,7,3,0
60482477,7,3,7,3,0
60543267,7,3,7,3,0
60468011,7,3,7,3,0
60464222,7,3,7,3,0
60468021,7,3,7,3,0
60468004,7,3,7,3,0
60468483,7,3,7,3,0
60464714,7,3,7,3,0
60472214,7,3,7,3,0
60468247,7,3,7,3,0
60464143,7,3,7,3,0
60470671,7,3,7,3,0
60475981,7,3,7,3,0
60603797,7,3,7,3,0
60480826,7,3,7,3,0
60543423,7,3,7,3,0
60518553,7,3,7,3,0
60606685,7,3,7,3,0
60464862,7,3,7,3,0
60481508,7,3,7,3,0
60465544,7,3,7,3,0
60464284,7,3,7,3,0
60464557,7,3,7,3,0
60464766,7,3,7,3,0
60464497,7,3,7,3,0
60484181,5,5,5,5,0
60464898,3,7,3,7,0
60470193,7,4,7,4,0
60464229,7,4,7,4,0
60467557,7,4,7,4,0
60464344,7,4,7,4,0
60621716,7,4,7,4,0
60515689,7,4,7,4,0
60481953,7,4,7,4,0
60518000,7,4,7,4,0
60645169,7,4,7,4,0
60631256,7,4,7,4,0
60540341,7,4,7,4,0
60464736,7,4,7,4,0
60479162,7,4,7,4,0
60547683,7,4,7,4,0
60467797,7,4,7,4,0
60468383,7,4,7,4,0
60620110,7,4,7,4,0
60613072,7,4,7,4,0
60464669,7,4,7,4,0
60553793,7,4,7,4,0
60505951,7,4,7,4,0
60464755,7,4,7,4,0
60472212,7,4,7,4,0
60464635,7,4,7,4,0
60580228,7,4,7,4,0
60469428,7,4,7,4,0
60467353,7,4,7,4,0
60476150,7,4,7,4,0
60465295,7,4,7,4,0
60466499,7,4,7,4,0
60474505,7,4,7,4,0
60469325,7,4,7,4,0
60471917,7,4,7,4,0
60469414,7,4,7,4,0
60483690,7,4,7,4,0
60467009,7,4,7,4,0
60468371,7,4,7,4,0
60540777,7,4,7,4,0
60553240,7,4,7,4,0
60516722,7,4,7,4,0
60471650,7,4,7,4,0
60471889,7,4,7,4,0
60471717,7,4,7,4,0
60465465,7,4,7,4,0
60631258,7,4,7,4,0
60466361,7,4,7,4,0
60548429,5,6,5,6,0
60511336,7,5,7,5,0
60467275,7,5,7,5,0
60632725,7,5,7,5,0
60465964,7,5,7,5,0
60503923,7,5,7,5,0
60550975,7,5,7,5,0
60469113,7,5,7,5,0
60468333,7,5,7,5,0
60465533,7,5,7,5,0
60478503,7,5,7,5,0
60628130,7,5,7,5,0
60466247,7,5,7,5,0
60464625,7,5,7,5,0
60464262,7,5,7,5,0
60464830,7,5,7,5,0
60464213,7,5,7,5,0
60464300,7,5,7,5,0
60471444,7,5,7,5,0
60662932,7,5,7,5,0
60471665,7,5,7,5,0
60464154,7,5,7,5,0
60472808,7,5,7,5,0
60466689,7,5,7,5,0
60546566,7,5,7,5,0
60472268,7,5,7,5,0
60465834,7,5,7,5,0
60471891,7,5,7,5,0
60466446,7,5,7,5,0
60464353,7,5,7,5,0
60638762,7,5,7,5,0
60491371,7,5,7,5,0
60468127,7,5,7,5,0
60468872,7,5,7,5,0
60464467,7,5,7,5,0
60470623,7,5,7,5,0
60477400,7,5,7,5,0
60468006,7,5,7,5,0
60465497,7,5,7,5,0
60464205,7,5,7,5,0
60464249,7,5,7,5,0
60469861,7,5,7,5,0
60482121,7,5,7,5,0
60464797,7,5,7,5,0
60468717,7,5,7,5,0
60464472,7,5,7,5,0
60603710,7,5,7,5,0
60491125,7,5,7,5,0
60469260,7,5,7,5,0
60468318,7,5,7,5,0
60657856,7,5,7,5,0
60464256,7,5,7,5,0
60502884,7,5,7,5,0
60464482,7,5,7,5,0
60465158,7,5,7,5,0
60464347,7,5,7,5,0
60464636,7,5,7,5,0
60658733,7,5,7,5,0
60465078,7,5,7,5,0
60468407,7,5,7,5,0
60468899,7,5,7,5,0
60467990,7,5,7,5,0
60493054,7,5,7,5,0
60467001,7,5,7,5,0
60477073,7,5,7,5,0
60468837,7,5,7,5,0
60464391,7,5,7,5,0
60476335,7,5,7,5,0
60469130,7,5,7,5,0
60620427,7,5,7,5,0
60464804,7,5,7,5,0
60464312,7,5,7,5,0
60469577,7,5,7,5,0
60518892,7,5,7,5,0
60464226,7,5,7,5,0
60464276,7,5,7,5,0
60464948,7,5,7,5,0
60464316,7,5,7,5,0
60511396,7,5,7,5,0
60464275,7,5,7,5,0
60464145,7,5,7,5,0
60490091,7,5,7,5,0
60588603,7,5,7,5,0
60467980,7,5,7,5,0
60471432,7,5,7,5,0
60628682,7,5,7,5,0
60477168,7,5,7,5,0
60558447,7,5,7,5,0
60464161,7,5,7,5,0
60616699,7,5,7,5,0
60467435,7,5,7,5,0
60496210,7,5,7,5,0
60495786,7,5,7,5,0
60497217,7,5,7,5,0
60469422,7,5,7,5,0
60470461,7,5,7,5,0
60472225,7,5,7,5,0
60482266,7,5,7,5,0
60467150,7,5,7,5,0
60480009,7,5,7,5,0
60464095,5,7,5,7,0
60549503,5,7,5,7,0
60464255,5,7,5,7,0
60472002,7,6,7,6,0
60478437,7,6,7,6,0
60473031,7,6,7,6,0
60464252,7,6,7,6,0
60466460,7,6,7,6,0
60476553,7,6,7,6,0
60464360,7,6,7,6,0
60468436,7,6,7,6,0
60464305,7,6,7,6,0
60464545,7,6,7,6,0
60557781,7,6,7,6,0
60641262,7,6,7,6,0
60470702,7,6,7,6,0
60470862,7,6,7,6,0
60466722,7,6,7,6,0
60489103,7,6,7,6,0
60464563,7,6,7,6,0
60493499,3,10,3,0,10
60612882,7,7,7,7,0
60472631,7,7,7,7,0
60468929,7,7,7,7,0
60579458,7,7,7,7,0
60664721,7,7,7,7,0
60464908,7,7,7,7,0
60464290,7,7,7,7,0
60551515,7,7,7,7,0
60465848,7,7,7,7,0
60467737,7,7,7,7,0
60478676,7,7,7,7,0
60471994,7,7,7,7,0
60482076,7,7,7,7,0
60464273,7,7,7,7,0
60471086,7,7,7,7,0
60534787,7,7,7,7,0
60478951,7,7,7,7,0
60542009,7,7,7,7,0
60467593,7,7,7,7,0
60502659,7,7,7,7,0
60464327,7,7,7,7,0
60464426,7,7,7,7,0
60464303,7,7,7,7,0
60471991,7,7,7,7,0
60493385,7,7,7,7,0
60468134,7,7,7,7,0
60464325,7,7,7,7,0
60613152,7,7,7,7,0
60467337,7,7,7,7,0
60468426,7,7,7,7,0
60464380,7,7,7,7,0
60464308,7,7,7,7,0
60523625,7,7,7,7,0
60465976,7,7,7,7,0
60476456,7,7,7,7,0
60465009,7,7,7,7,0
60467386,7,7,7,7,0
60481092,7,7,7,7,0
60468029,7,7,7,7,0
60480106,7,7,7,7,0
60515344,7,7,7,7,0
60469301,7,7,7,7,0
60464350,7,7,7,7,0
60466909,7,7,7,7,0
60526067,7,7,7,7,0
60481319,7,7,7,7,0
60468132,7,7,7,7,0
60466277,7,7,7,7,0
60465993,7,7,7,7,0
60464923,7,7,7,7,0
60464737,7,7,7,7,0
60543535,7,7,7,7,0
60465984,7,7,7,7,0
60468143,7,7,7,7,0
60467387,7,7,7,7,0
60648298,7,7,7,7,0
60469165,7,7,7,7,0
60464153,7,7,7,7,0
60468012,7,7,7,7,0
60467863,7,7,7,7,0
60467444,7,7,7,7,0
60464270,7,7,7,7,0
60470530,7,8,7,8,0
60468262,7,8,7,8,0
60464724,7,8,7,8,0
60464228,7,8,7,8,0
60464544,7,8,7,8,0
60464661,7,8,7,8,0
60469648,7,8,7,8,0
60466181,7,8,7,8,0
60470040,7,8,7,8,0
60464366,7,8,7,8,0
60470486,7,8,7,8,0
60484294,7,8,7,8,0
60470659,7,8,7,8,0
60467312,7,9,7,9,0
60467438,7,9,7,9,0
60464254,7,9,7,9,0
60468535,7,9,7,9,0
60464744,7,9,7,9,0
60620648,7,9,7,9,0
60472088,7,9,7,9,0
60513476,7,10,7,10,0
60482776,7,10,7,10,0
60535100,7,10,7,10,0
60464297,7,10,7,10,0
60464731,7,10,7,10,0
60507800,7,10,7,0,10
60468263,7,10,7,0,10
60464425,7,10,7,0,10
60487724,7,10,7,0,10
60604543,7,10,7,0,10
60467460,7,10,7,0,10
60468102,7,10,7,0,10
60501097,7,10,7,0,10
60468197,7,10,7,0,10
60464623,7,10,7,0,10
60466116,7,10,7,0,10
60469090,7,10,7,0,10
60469994,7,10,7,0,10
60468751,7,10,7,0,10
60544537,7,10,7,0,10
60468024,7,10,7,0,10
60464951,7,10,7,0,10
60466319,7,10,7,0,10
60483368,7,10,7,0,10
60476220,7,10,7,0,10
60603308,7,10,7,0,10
60543059,7,10,7,0,10
60464271,7,10,7,0,10
60464643,7,10,7,0,10
60464815,7,10,7,0,10
60464287,7,10,7,0,10
60464511,7,10,7,0,10
60464543,7,10,7,0,10
60465233,7,10,7,0,10
60477754,7,10,7,0,10
60465581,7,10,7,0,10
60468037,7,10,7,0,10
60465570,7,10,7,0,10
60596706,7,10,7,0,10
60470566,7,10,7,0,10
60472690,7,10,7,0,10
60482464,7,10,7,0,10
60464289,7,10,7,0,10
60464716,7,10,7,0,10
60468153,7,10,7,0,10
60610819,7,10,7,0,10
60470001,7,10,7,0,10
60470505,7,10,7,0,10
60484171,7,10,7,0,10
60492437,7,10,7,0,10
60469340,7,10,7,0,10
